"AGE","GEO","SEX","TIME","CITIZEN","UNIT","Value","Flag and Footnotes"
"From 15 to 24 years","Denmark","Females","2005","Total","Percentage","8.6","b"
"From 15 to 24 years","Denmark","Females","2006","Total","Percentage","7.5",""
"From 15 to 24 years","Denmark","Females","2007","Total","Percentage","7.4",""
"From 15 to 24 years","Denmark","Females","2008","Total","Percentage","8.7",""
"From 15 to 24 years","Denmark","Females","2009","Total","Percentage","10.3",""
"From 15 to 24 years","Denmark","Females","2010","Total","Percentage","11.8",""
"From 15 to 24 years","Denmark","Females","2011","Total","Percentage","12.7",""
"From 15 to 24 years","Denmark","Females","2012","Total","Percentage","13.5",""
"From 15 to 24 years","Denmark","Females","2013","Total","Percentage","11.8",""
"From 15 to 24 years","Denmark","Females","2014","Total","Percentage","11.5",""
"From 15 to 24 years","Denmark","Females","2015","Total","Percentage","10.1",""
"From 15 to 24 years","Denmark","Females","2016","Total","Percentage","10.9","b"
"From 15 to 24 years","Germany (until 1990 former territory of the FRG)","Total","2005","Total","Percentage","15.5","b"
"From 15 to 24 years","Germany (until 1990 former territory of the FRG)","Total","2006","Total","Percentage","13.8",""
"From 15 to 24 years","Germany (until 1990 former territory of the FRG)","Total","2007","Total","Percentage","11.9",""
"From 15 to 24 years","Germany (until 1990 former territory of the FRG)","Total","2008","Total","Percentage","10.6",""
"From 15 to 24 years","Germany (until 1990 former territory of the FRG)","Total","2009","Total","Percentage","11.2",""
"From 15 to 24 years","Germany (until 1990 former territory of the FRG)","Total","2010","Total","Percentage","9.8","b"
"From 15 to 24 years","Germany (until 1990 former territory of the FRG)","Total","2011","Total","Percentage","8.5","b"
"From 15 to 24 years","Germany (until 1990 former territory of the FRG)","Total","2012","Total","Percentage","8.0",""
"From 15 to 24 years","Germany (until 1990 former territory of the FRG)","Total","2013","Total","Percentage","7.8",""
"From 15 to 24 years","Germany (until 1990 former territory of the FRG)","Total","2014","Total","Percentage","7.7",""
"From 15 to 24 years","Germany (until 1990 former territory of the FRG)","Total","2015","Total","Percentage","7.2",""
"From 15 to 24 years","Germany (until 1990 former territory of the FRG)","Total","2016","Total","Percentage","7.1",""
"From 15 to 24 years","Germany (until 1990 former territory of the FRG)","Males","2005","Total","Percentage","16.8","b"
"From 15 to 24 years","Germany (until 1990 former territory of the FRG)","Males","2006","Total","Percentage","14.8",""
"From 15 to 24 years","Germany (until 1990 former territory of the FRG)","Males","2007","Total","Percentage","12.6",""
"From 15 to 24 years","Germany (until 1990 former territory of the FRG)","Males","2008","Total","Percentage","11.0",""
"From 15 to 24 years","Germany (until 1990 former territory of the FRG)","Males","2009","Total","Percentage","12.5",""
"From 15 to 24 years","Germany (until 1990 former territory of the FRG)","Males","2010","Total","Percentage","10.7","b"
"From 15 to 24 years","Germany (until 1990 former territory of the FRG)","Males","2011","Total","Percentage","9.2","b"
"From 15 to 24 years","Germany (until 1990 former territory of the FRG)","Males","2012","Total","Percentage","8.7",""
"From 15 to 24 years","Germany (until 1990 former territory of the FRG)","Males","2013","Total","Percentage","8.5",""
"From 15 to 24 years","Germany (until 1990 former territory of the FRG)","Males","2014","Total","Percentage","8.3",""
"From 15 to 24 years","Germany (until 1990 former territory of the FRG)","Males","2015","Total","Percentage","7.9",""
"From 15 to 24 years","Germany (until 1990 former territory of the FRG)","Males","2016","Total","Percentage","7.8",""
"From 15 to 24 years","Germany (until 1990 former territory of the FRG)","Females","2005","Total","Percentage","14.0","b"
"From 15 to 24 years","Germany (until 1990 former territory of the FRG)","Females","2006","Total","Percentage","12.6",""
"From 15 to 24 years","Germany (until 1990 former territory of the FRG)","Females","2007","Total","Percentage","11.1",""
"From 15 to 24 years","Germany (until 1990 former territory of the FRG)","Females","2008","Total","Percentage","10.0",""
"From 15 to 24 years","Germany (until 1990 former territory of the FRG)","Females","2009","Total","Percentage","9.8",""
"From 15 to 24 years","Germany (until 1990 former territory of the FRG)","Females","2010","Total","Percentage","8.8","b"
"From 15 to 24 years","Germany (until 1990 former territory of the FRG)","Females","2011","Total","Percentage","7.8","b"
"From 15 to 24 years","Germany (until 1990 former territory of the FRG)","Females","2012","Total","Percentage","7.3",""
"From 15 to 24 years","Germany (until 1990 former territory of the FRG)","Females","2013","Total","Percentage","7.1",""
"From 15 to 24 years","Germany (until 1990 former territory of the FRG)","Females","2014","Total","Percentage","7.1",""
"From 15 to 24 years","Germany (until 1990 former territory of the FRG)","Females","2015","Total","Percentage","6.5",""
"From 15 to 24 years","Germany (until 1990 former territory of the FRG)","Females","2016","Total","Percentage","6.1",""
"From 15 to 24 years","Estonia","Total","2005","Total","Percentage","15.1","b"
"From 15 to 24 years","Estonia","Total","2006","Total","Percentage","12.1",""
"From 15 to 24 years","Estonia","Total","2007","Total","Percentage","10.1",""
"From 15 to 24 years","Estonia","Total","2008","Total","Percentage","12.0",""
"From 15 to 24 years","Estonia","Total","2009","Total","Percentage","27.4",""
"From 15 to 24 years","Estonia","Total","2010","Total","Percentage","32.9",""
"From 15 to 24 years","Estonia","Total","2011","Total","Percentage","22.4",""
"From 15 to 24 years","Estonia","Total","2012","Total","Percentage","20.9",""
"From 15 to 24 years","Estonia","Total","2013","Total","Percentage","18.7",""
"From 15 to 24 years","Estonia","Total","2014","Total","Percentage","15.0",""
"From 15 to 24 years","Estonia","Total","2015","Total","Percentage","13.1",""
"From 15 to 24 years","Estonia","Total","2016","Total","Percentage","13.4",""
"From 15 to 24 years","Estonia","Males","2005","Total","Percentage","16.1","b"
"From 15 to 24 years","Estonia","Males","2006","Total","Percentage","10.0",""
"From 15 to 24 years","Estonia","Males","2007","Total","Percentage","12.2",""
"From 15 to 24 years","Estonia","Males","2008","Total","Percentage","12.6",""
"From 15 to 24 years","Estonia","Males","2009","Total","Percentage","31.6",""
"From 15 to 24 years","Estonia","Males","2010","Total","Percentage","35.7",""
"From 15 to 24 years","Estonia","Males","2011","Total","Percentage","23.8",""
"From 15 to 24 years","Estonia","Males","2012","Total","Percentage","22.8",""
"From 15 to 24 years","Estonia","Males","2013","Total","Percentage","17.8",""
"From 15 to 24 years","Estonia","Males","2014","Total","Percentage","19.3",""
"From 15 to 24 years","Estonia","Males","2015","Total","Percentage","13.8",""
"From 15 to 24 years","Estonia","Males","2016","Total","Percentage","15.8",""
"From 15 to 24 years","Estonia","Females","2005","Total","Percentage","13.8","b"
"From 15 to 24 years","Estonia","Females","2006","Total","Percentage","15.1",""
"From 15 to 24 years","Estonia","Females","2007","Total","Percentage","7.2","u"
"From 15 to 24 years","Estonia","Females","2008","Total","Percentage","11.3",""
"From 15 to 24 years","Estonia","Females","2009","Total","Percentage","21.8",""
"From 15 to 24 years","Estonia","Females","2010","Total","Percentage","29.5",""
"From 15 to 24 years","Estonia","Females","2011","Total","Percentage","20.6",""
"From 15 to 24 years","Estonia","Females","2012","Total","Percentage","18.5",""
"From 15 to 24 years","Estonia","Females","2013","Total","Percentage","19.7",""
"From 15 to 24 years","Estonia","Females","2014","Total","Percentage","10.0",""
"From 15 to 24 years","Estonia","Females","2015","Total","Percentage","12.2",""
"From 15 to 24 years","Estonia","Females","2016","Total","Percentage","10.6",""
"From 15 to 24 years","Ireland","Total","2005","Total","Percentage","8.6","b"
"From 15 to 24 years","Ireland","Total","2006","Total","Percentage","8.6",""
"From 15 to 24 years","Ireland","Total","2007","Total","Percentage","9.1","b"
"From 15 to 24 years","Ireland","Total","2008","Total","Percentage","13.3",""
"From 15 to 24 years","Ireland","Total","2009","Total","Percentage","24.0","b"
"From 15 to 24 years","Ireland","Total","2010","Total","Percentage","27.6",""
"From 15 to 24 years","Ireland","Total","2011","Total","Percentage","29.1",""
"From 15 to 24 years","Ireland","Total","2012","Total","Percentage","30.4",""
"From 15 to 24 years","Ireland","Total","2013","Total","Percentage","26.8",""
"From 15 to 24 years","Ireland","Total","2014","Total","Percentage","23.9",""
"From 15 to 24 years","Ireland","Total","2015","Total","Percentage","20.9",""
"From 15 to 24 years","Ireland","Total","2016","Total","Percentage","17.2",""
"From 15 to 24 years","Ireland","Males","2005","Total","Percentage","9.1","b"
"From 15 to 24 years","Ireland","Males","2006","Total","Percentage","9.0",""
"From 15 to 24 years","Ireland","Males","2007","Total","Percentage","9.9","b"
"From 15 to 24 years","Ireland","Males","2008","Total","Percentage","16.0",""
"From 15 to 24 years","Ireland","Males","2009","Total","Percentage","30.7","b"
"From 15 to 24 years","Ireland","Males","2010","Total","Percentage","33.7",""
"From 15 to 24 years","Ireland","Males","2011","Total","Percentage","35.0",""
"From 15 to 24 years","Ireland","Males","2012","Total","Percentage","36.4",""
"From 15 to 24 years","Ireland","Males","2013","Total","Percentage","29.8",""
"From 15 to 24 years","Ireland","Males","2014","Total","Percentage","26.6",""
"From 15 to 24 years","Ireland","Males","2015","Total","Percentage","23.6",""
"From 15 to 24 years","Ireland","Males","2016","Total","Percentage","19.5",""
"From 15 to 24 years","Ireland","Females","2005","Total","Percentage","8.0","b"
"From 15 to 24 years","Ireland","Females","2006","Total","Percentage","8.1",""
"From 15 to 24 years","Ireland","Females","2007","Total","Percentage","8.0","b"
"From 15 to 24 years","Ireland","Females","2008","Total","Percentage","10.3",""
"From 15 to 24 years","Ireland","Females","2009","Total","Percentage","17.0","b"
"From 15 to 24 years","Ireland","Females","2010","Total","Percentage","21.2",""
"From 15 to 24 years","Ireland","Females","2011","Total","Percentage","22.7",""
"From 15 to 24 years","Ireland","Females","2012","Total","Percentage","24.0",""
"From 15 to 24 years","Ireland","Females","2013","Total","Percentage","23.5",""
"From 15 to 24 years","Ireland","Females","2014","Total","Percentage","20.9",""
"From 15 to 24 years","Ireland","Females","2015","Total","Percentage","17.6",""
"From 15 to 24 years","Ireland","Females","2016","Total","Percentage","14.6",""
"From 15 to 24 years","Greece","Total","2005","Total","Percentage","25.8","b"
"From 15 to 24 years","Greece","Total","2006","Total","Percentage","25.0",""
"From 15 to 24 years","Greece","Total","2007","Total","Percentage","22.7",""
"From 15 to 24 years","Greece","Total","2008","Total","Percentage","21.9",""
"From 15 to 24 years","Greece","Total","2009","Total","Percentage","25.7","b"
"From 15 to 24 years","Greece","Total","2010","Total","Percentage","33.0",""
"From 15 to 24 years","Greece","Total","2011","Total","Percentage","44.7",""
"From 15 to 24 years","Greece","Total","2012","Total","Percentage","55.3",""
"From 15 to 24 years","Greece","Total","2013","Total","Percentage","58.3",""
"From 15 to 24 years","Greece","Total","2014","Total","Percentage","52.4",""
"From 15 to 24 years","Greece","Total","2015","Total","Percentage","49.8",""
"From 15 to 24 years","Greece","Total","2016","Total","Percentage","47.3",""
"From 15 to 24 years","Greece","Males","2005","Total","Percentage","18.9","b"
"From 15 to 24 years","Greece","Males","2006","Total","Percentage","17.6",""
"From 15 to 24 years","Greece","Males","2007","Total","Percentage","15.5",""
"From 15 to 24 years","Greece","Males","2008","Total","Percentage","16.9",""
"From 15 to 24 years","Greece","Males","2009","Total","Percentage","19.5","b"
"From 15 to 24 years","Greece","Males","2010","Total","Percentage","26.8",""
"From 15 to 24 years","Greece","Males","2011","Total","Percentage","38.8",""
"From 15 to 24 years","Greece","Males","2012","Total","Percentage","48.5",""
"From 15 to 24 years","Greece","Males","2013","Total","Percentage","53.8",""
"From 15 to 24 years","Greece","Males","2014","Total","Percentage","47.4",""
"From 15 to 24 years","Greece","Males","2015","Total","Percentage","45.2",""
"From 15 to 24 years","Greece","Males","2016","Total","Percentage","44.3",""
"From 15 to 24 years","Greece","Females","2005","Total","Percentage","34.2","b"
"From 15 to 24 years","Greece","Females","2006","Total","Percentage","34.2",""
"From 15 to 24 years","Greece","Females","2007","Total","Percentage","31.7",""
"From 15 to 24 years","Greece","Females","2008","Total","Percentage","28.3",""
