"TIME","GEO","SEX","AGE","CITIZEN","UNIT","Value","Flag and Footnotes"
"1998Q4","European Union (28 countries)","Females","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","European Union (27 countries)","Total","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","European Union (27 countries)","Males","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","European Union (27 countries)","Females","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","European Union (15 countries)","Total","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","European Union (15 countries)","Males","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","European Union (15 countries)","Females","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Euro area (19 countries)","Total","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Euro area (19 countries)","Males","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Euro area (19 countries)","Females","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Euro area (18 countries)","Total","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Euro area (18 countries)","Males","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Euro area (18 countries)","Females","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Euro area (17 countries)","Total","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Euro area (17 countries)","Males","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Euro area (17 countries)","Females","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Belgium","Total","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Belgium","Males","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Belgium","Females","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Bulgaria","Total","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Bulgaria","Males","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Bulgaria","Females","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Czech Republic","Total","From 15 to 74 years","Total","Percentage","7.3",""
"1998Q4","Czech Republic","Males","From 15 to 74 years","Total","Percentage","5.7",""
"1998Q4","Czech Republic","Females","From 15 to 74 years","Total","Percentage","9.2",""
"1998Q4","Denmark","Total","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Denmark","Males","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Denmark","Females","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Germany (until 1990 former territory of the FRG)","Total","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Germany (until 1990 former territory of the FRG)","Males","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Germany (until 1990 former territory of the FRG)","Females","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Estonia","Total","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Estonia","Males","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Estonia","Females","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Ireland","Total","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Ireland","Males","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Ireland","Females","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Greece","Total","From 15 to 74 years","Total","Percentage","11.4",""
"1998Q4","Greece","Males","From 15 to 74 years","Total","Percentage","7.5",""
"1998Q4","Greece","Females","From 15 to 74 years","Total","Percentage","17.6",""
"1998Q4","Spain","Total","From 15 to 74 years","Total","Percentage","18.0",""
"1998Q4","Spain","Males","From 15 to 74 years","Total","Percentage","12.8",""
"1998Q4","Spain","Females","From 15 to 74 years","Total","Percentage","26.0",""
"1998Q4","France","Total","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","France","Males","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","France","Females","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Croatia","Total","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Croatia","Males","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Croatia","Females","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Italy","Total","From 15 to 74 years","Total","Percentage","11.9",""
"1998Q4","Italy","Males","From 15 to 74 years","Total","Percentage","9.1",""
"1998Q4","Italy","Females","From 15 to 74 years","Total","Percentage","16.5",""
"1998Q4","Cyprus","Total","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Cyprus","Males","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Cyprus","Females","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Latvia","Total","From 15 to 74 years","Total","Percentage","13.5",""
"1998Q4","Latvia","Males","From 15 to 74 years","Total","Percentage","13.4",""
"1998Q4","Latvia","Females","From 15 to 74 years","Total","Percentage","13.6",""
"1998Q4","Lithuania","Total","From 15 to 74 years","Total","Percentage","13.1",""
"1998Q4","Lithuania","Males","From 15 to 74 years","Total","Percentage","14.4",""
"1998Q4","Lithuania","Females","From 15 to 74 years","Total","Percentage","11.6",""
"1998Q4","Luxembourg","Total","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Luxembourg","Males","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Luxembourg","Females","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Hungary","Total","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Hungary","Males","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Hungary","Females","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Malta","Total","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Malta","Males","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Malta","Females","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Netherlands","Total","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Netherlands","Males","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Netherlands","Females","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Austria","Total","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Austria","Males","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Austria","Females","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Poland","Total","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Poland","Males","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Poland","Females","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Portugal","Total","From 15 to 74 years","Total","Percentage","5.0",""
"1998Q4","Portugal","Males","From 15 to 74 years","Total","Percentage","4.0",""
"1998Q4","Portugal","Females","From 15 to 74 years","Total","Percentage","6.2",""
"1998Q4","Romania","Total","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Romania","Males","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Romania","Females","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Slovenia","Total","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Slovenia","Males","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Slovenia","Females","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Slovakia","Total","From 15 to 74 years","Total","Percentage","12.7",""
"1998Q4","Slovakia","Males","From 15 to 74 years","Total","Percentage","11.9",""
"1998Q4","Slovakia","Females","From 15 to 74 years","Total","Percentage","13.6",""
"1998Q4","Finland","Total","From 15 to 74 years","Total","Percentage","10.1",""
"1998Q4","Finland","Males","From 15 to 74 years","Total","Percentage","9.4",""
"1998Q4","Finland","Females","From 15 to 74 years","Total","Percentage","11.0",""
"1998Q4","Sweden","Total","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Sweden","Males","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Sweden","Females","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","United Kingdom","Total","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","United Kingdom","Males","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","United Kingdom","Females","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Iceland","Total","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Iceland","Males","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Iceland","Females","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Norway","Total","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Norway","Males","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Norway","Females","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Switzerland","Total","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Switzerland","Males","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Switzerland","Females","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Former Yugoslav Republic of Macedonia, the","Total","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Former Yugoslav Republic of Macedonia, the","Males","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Former Yugoslav Republic of Macedonia, the","Females","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Turkey","Total","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Turkey","Males","From 15 to 74 years","Total","Percentage",":",""
"1998Q4","Turkey","Females","From 15 to 74 years","Total","Percentage",":",""
"1999Q1","European Union (28 countries)","Total","From 15 to 74 years","Total","Percentage",":",""
"1999Q1","European Union (28 countries)","Males","From 15 to 74 years","Total","Percentage",":",""
"1999Q1","European Union (28 countries)","Females","From 15 to 74 years","Total","Percentage",":",""
"1999Q1","European Union (27 countries)","Total","From 15 to 74 years","Total","Percentage",":",""
"1999Q1","European Union (27 countries)","Males","From 15 to 74 years","Total","Percentage",":",""
"1999Q1","European Union (27 countries)","Females","From 15 to 74 years","Total","Percentage",":",""
"1999Q1","European Union (15 countries)","Total","From 15 to 74 years","Total","Percentage",":",""
"1999Q1","European Union (15 countries)","Males","From 15 to 74 years","Total","Percentage",":",""
"1999Q1","European Union (15 countries)","Females","From 15 to 74 years","Total","Percentage",":",""
"1999Q1","Euro area (19 countries)","Total","From 15 to 74 years","Total","Percentage",":",""
"1999Q1","Euro area (19 countries)","Males","From 15 to 74 years","Total","Percentage",":",""
"1999Q1","Euro area (19 countries)","Females","From 15 to 74 years","Total","Percentage",":",""
"1999Q1","Euro area (18 countries)","Total","From 15 to 74 years","Total","Percentage",":",""
"1999Q1","Euro area (18 countries)","Males","From 15 to 74 years","Total","Percentage",":",""
"1999Q1","Euro area (18 countries)","Females","From 15 to 74 years","Total","Percentage",":",""
"1999Q1","Euro area (17 countries)","Total","From 15 to 74 years","Total","Percentage",":",""
"1999Q1","Euro area (17 countries)","Males","From 15 to 74 years","Total","Percentage",":",""
"1999Q1","Euro area (17 countries)","Females","From 15 to 74 years","Total","Percentage",":",""
"1999Q1","Belgium","Total","From 15 to 74 years","Total","Percentage","9.1","b"
"1999Q1","Belgium","Males","From 15 to 74 years","Total","Percentage","7.8","b"
"1999Q1","Belgium","Females","From 15 to 74 years","Total","Percentage","10.9","b"
"1999Q1","Bulgaria","Total","From 15 to 74 years","Total","Percentage",":",""
"1999Q1","Bulgaria","Males","From 15 to 74 years","Total","Percentage",":",""
"1999Q1","Bulgaria","Females","From 15 to 74 years","Total","Percentage",":",""
"1999Q1","Czech Republic","Total","From 15 to 74 years","Total","Percentage","8.5",""
"1999Q1","Czech Republic","Males","From 15 to 74 years","Total","Percentage","7.2",""
"1999Q1","Czech Republic","Females","From 15 to 74 years","Total","Percentage","10.0",""
"1999Q1","Denmark","Total","From 15 to 74 years","Total","Percentage","5.6",""
"1999Q1","Denmark","Males","From 15 to 74 years","Total","Percentage","4.8",""
"1999Q1","Denmark","Females","From 15 to 74 years","Total","Percentage","6.6",""
"1999Q1","Germany (until 1990 former territory of the FRG)","Total","From 15 to 74 years","Total","Percentage",":",""
"1999Q1","Germany (until 1990 former territory of the FRG)","Males","From 15 to 74 years","Total","Percentage",":",""
"1999Q1","Germany (until 1990 former territory of the FRG)","Females","From 15 to 74 years","Total","Percentage",":",""
"1999Q1","Estonia","Total","From 15 to 74 years","Total","Percentage",":",""
"1999Q1","Estonia","Males","From 15 to 74 years","Total","Percentage",":",""
"1999Q1","Estonia","Females","From 15 to 74 years","Total","Percentage",":",""
"1999Q1","Ireland","Total","From 15 to 74 years","Total","Percentage",":",""
"1999Q1","Ireland","Males","From 15 to 74 years","Total","Percentage",":",""
"1999Q1","Ireland","Females","From 15 to 74 years","Total","Percentage",":",""
"1999Q1","Greece","Total","From 15 to 74 years","Total","Percentage","12.2",""
"1999Q1","Greece","Males","From 15 to 74 years","Total","Percentage","8.3",""
"1999Q1","Greece","Females","From 15 to 74 years","Total","Percentage","18.1",""
"1999Q1","Spain","Total","From 15 to 74 years","Total","Percentage","16.8",""
"1999Q1","Spain","Males","From 15 to 74 years","Total","Percentage","12.2",""
"1999Q1","Spain","Females","From 15 to 74 years","Total","Percentage","24.1",""
"1999Q1","France","Total","From 15 to 74 years","Total","Percentage","12.0",""
"1999Q1","France","Males","From 15 to 74 years","Total","Percentage","10.4",""
"1999Q1","France","Females","From 15 to 74 years","Total","Percentage","13.9",""
"1999Q1","Croatia","Total","From 15 to 74 years","Total","Percentage",":",""
"1999Q1","Croatia","Males","From 15 to 74 years","Total","Percentage",":",""
"1999Q1","Croatia","Females","From 15 to 74 years","Total","Percentage",":",""
"1999Q1","Italy","Total","From 15 to 74 years","Total","Percentage","11.9",""
"1999Q1","Italy","Males","From 15 to 74 years","Total","Percentage","9.2",""
"1999Q1","Italy","Females","From 15 to 74 years","Total","Percentage","16.3",""
"1999Q1","Cyprus","Total","From 15 to 74 years","Total","Percentage",":",""
"1999Q1","Cyprus","Males","From 15 to 74 years","Total","Percentage",":",""
"1999Q1","Cyprus","Females","From 15 to 74 years","Total","Percentage",":",""
"1999Q1","Latvia","Total","From 15 to 74 years","Total","Percentage",":",""
"1999Q1","Latvia","Males","From 15 to 74 years","Total","Percentage",":",""
"1999Q1","Latvia","Females","From 15 to 74 years","Total","Percentage",":",""
"1999Q1","Lithuania","Total","From 15 to 74 years","Total","Percentage",":",""
"1999Q1","Lithuania","Males","From 15 to 74 years","Total","Percentage",":",""
"1999Q1","Lithuania","Females","From 15 to 74 years","Total","Percentage",":",""
"1999Q1","Luxembourg","Total","From 15 to 74 years","Total","Percentage",":",""
"1999Q1","Luxembourg","Males","From 15 to 74 years","Total","Percentage",":",""
"1999Q1","Luxembourg","Females","From 15 to 74 years","Total","Percentage",":",""
"1999Q1","Hungary","Total","From 15 to 74 years","Total","Percentage","7.5",""
